Source,Volume_No,Chapter_No,Hadith_No,Chapter,Text
Sahih Bukhari,1,3,125,Knowledge,"Narrated by Abu Musa: A man came to the Prophet and asked, ""O Allah's Apostle! What kind of fighting is in Allah's cause? (I ask this), for some of us fight because of being enraged and angry and some for the sake of his pride and haughtiness."" The Prophet raised his head (as the questioner was standing) and said, ""He who fights so that Allah's Word (Islam) should be superior, then he fights in Allah's cause."""
Sahih Bukhari,1,3,126,Knowledge,"Narrated by 'Abdullah bin 'Amar: I saw the Prophet near the Jamra and the people were asking him questions (about religious problems). A man asked, ""O Allah's Apostle! I have slaughtered the Hadi (animal) before doing the Rami."" The Prophet replied, ""Do the Rami (now) and there is no harm."" Another person asked, ""O Allah's Apostle! I got my head shaved before slaughtering the animal."" The Prophet replied, ""Do the slaughtering (now) and there is no harm."" So on that day, when the Prophet was asked about anything as regards the ceremonies of Hajj performed before or after its due time his reply was, ""Do it (now) and there is no harm."""
Sahih Bukhari,1,3,127,Knowledge,"Narrated by 'Abdullah: While I was going with the Prophet through the ruins of Medina and he was reclining on a date-palm leaf stalk, some Jews passed by. Some of them said to the others: Ask him (the Prophet) about the spirit. Some of them said that they should not ask him that question as he might give a reply which would displease them. But some of them insisted on asking, and so one of them stood up and asked, ""O Aba-l-Qasim ! What is the spirit?"" The Prophet remained quiet. I thought he was being inspired Divinely. So I stayed till that state of the Prophet (while being inspired) was over. The Prophet then said, ""And they ask you (O Muhammad) concerning the spirit --Say: The spirit -- its knowledge is with my Lord. And of knowledge you (mankind) have been given only a little)."" (17.85)"
Sahih Bukhari,1,3,128,Knowledge,"Narrated by Aswad: Ibn Az-Zubair said to me, ""Aisha used to tell you secretly a number of things. What did she tell you about the Ka'ba?"" I replied, ""She told me that once the Prophet said, 'O 'Aisha! Had not your people been still close to the pre-Islamic period of ignorance (infidelity)! I would have dismantled the Ka'ba and would have made two doors in it; one for entrance and the other for exit."" Later on Ibn Az-Zubair did the same."
Sahih Bukhari,1,3,129,Knowledge,Narrated by Abu At-Tufail the above mentioned Statement of 'Ali.
Sahih Bukhari,1,3,130,Knowledge,"Narrated by Anas bin Malik: ""Once Mu'adh was along with Allah's Apostle as a companion rider. Allah's Apostle said, ""O Mu'adh bin Jabal."" Mu'adh replied, ""Labbaik and Sa'daik. O Allah's Apostle!"" Again the Prophet said, ""O Mu'adh!"" Mu'adh said thrice, ""Labbaik and Sa'daik, O Allah's Apostle!"" Allah's Apostle said, ""There is none who testifies sincerely that none has the right to be worshipped but Allah and Muhammad is his Apostle, except that Allah, will save him from the Hell-fire."" Mu'adh said, ""O Allah's Apostle ! Should I not inform the people about it so that they may have glad tidings?"" He replied, ""When the people hear about it, they will solely depend on it."" Then Mu'adh narrated the above-mentioned Hadith just before his death, being afraid of committing sin (by not telling the knowledge)."
Sahih Bukhari,1,3,131,Knowledge,"Narrated by Anas: I was informed that the Prophet had said to Mu'adh, ""Whosoever will meet Allah without associating anything in worship with Him will go to Paradise."" Mu'adh asked the Prophet, ""Should I not inform the people of this good news?"" The Prophet replied, ""No, I am afraid, lest they should depend upon it (absolutely)."""
Sahih Bukhari,1,3,132,Knowledge,"Narrated by Um Salama: Um-Sulaim came to Allah's Apostle and said, ""Verily, Allah is not shy of (telling you) the truth. Is it necessary for a woman to take a bath after she has a wet dream (nocturnal sexual discharge?) The Prophet replied, ""Yes, if she notices a discharge."" Um Salama, then covered her face and asked, ""O Allah's Apostle! Does a woman get a discharge?"" He replied, ""Yes, let your right hand be in dust (An Arabic expression you say to a person when you contradict his statement meaning ""you will not achieve goodness""), and that is why the son resembles his mother."""
Sahih Bukhari,1,3,133,Knowledge,"Narrated by 'Abdullah bin 'Umar: Once Allah's Apostle said, ""Amongst the trees there is a tree, the leaves of which do not fall and is like a Muslim, tell me the name of that tree."" Everybody started thinking about the trees of the desert areas and I thought of the date-palm tree but felt shy (to answer). The others asked, ""O Allah's Apostle! inform us of it."" He replied, ""it is the date-palm tree."" I told my father what had come to my mind and on that he said, ""Had you said it I would have preferred it to such and such a thing that I might possess."""
Sahih Bukhari,1,3,134,Knowledge,"Narrated by 'Ali: I used to get the emotional urethral discharge frequently so I requested Al-Miqdad to ask the Prophet about it. Al-Miqdad asked him and he replied, ""One has to perform ablution (after it)."" (See Hadith No. 269)."
Sahih Bukhari,1,3,135,Knowledge,"Narrated by Nafi: 'Abdullah bin 'Umar said: ""A man got up in the mosque and said: O Allah's Apostle 'At which place you order us that we should assume the Ihram?' Allah's Apostle replied, 'The residents of Medina should assure the Ihram from Dhil-Hulaifa, the people of Syria from Al-Ju,hfa and the people of Najd from Qarn."" Ibn 'Umar further said, ""The people consider that Allah's Apostle had also said, 'The residents of Yemen should assume Ihram from Yalamlam.' "" Ibn 'Umar used to say, ""I do not: remember whether Allah's Apostle had said the last statement or not?"""
Sahih Bukhari,1,3,136,Knowledge,"Narrated by Ibn 'Umar: A man asked the Prophet : ""What (kinds of clothes) should a Muhrim (a Muslim intending to perform 'Umra or Hajj) wear? He replied, ""He should not wear a shirt, a turban, trousers, a head cloak or garment scented with saffron or Wars (kinds of perfumes). And if he has n slippers, then he can use Khuffs (leather socks) but the socks should be cut short so as to make the ankles bare."" (See Hadith No. 615, Vol. 2)."
Sahih Bukhari,1,4,137,Ablution (Wudu'),"Narrated by Abu Huraira: Allah's Apostle said, ""The prayer of a person who does ,Hadath (passes, urine, stool or wind) is not accepted till he performs (repeats) the ablution."" A person from Hadaramout asked Abu Huraira, ""What is 'Hadath'?"" Abu Huraira replied, "" 'Hadath' means the passing of wind from the anus."""
Sahih Bukhari,1,4,138,Ablution (Wudu'),"Narrated by Nu'am Al-Mujmir: Once I went up the roof of the mosque, along with Abu Huraira. He perform ablution and said, ""I heard the Prophet saying, ""On the Day of Resurrection, my followers will be called ""Al-Ghurr-ul-Muhajjalun"" from the trace of ablution and whoever can increase the area of his radiance should do so (i.e. by performing ablution regularly).' """
Sahih Bukhari,1,4,139,Ablution (Wudu'),"Narrated by 'Abbas bin Tamim: My uncle asked Allah's Apostle about a person who imagined to have passed wind during the prayer. Allah' Apostle replied: ""He should not leave his prayers unless he hears sound or smells something."""
Sahih Bukhari,1,4,140,Ablution (Wudu'),"Narrated by Kuraib: Ibn 'Abbas said, ""The Prophet slept till he snored and then prayed (or probably lay till his breath sounds were heard and then got up and prayed)."" Ibn 'Abbas added: ""I stayed overnight in the house of my aunt, Maimuna, the Prophet slept for a part of the night, (See Fateh-al-Bari page 249, Vol. 1), and late in the night, he got up and performed ablution from a hanging water skin, a light (perfect) ablution and stood up for the prayer. I, too, performed a similar ablution, then I went and stood on his left. He drew me to his right and prayed as much as Allah wished, and again lay and slept till his breath sounds were heard. Later on the Mua'dhdhin (callmaker for the prayer) came to him and informed him that it was time for Prayer. The Prophet went with him for the prayer without performing a new ablution."" (Sufyan said to 'Amr that some people said, ""The eyes of Allah's Apostle sleep but his heart does not sleep."" 'Amr replied, ""I heard 'Ubaid bin 'Umar saying that the dreams of Prophets were Divine Inspiration, and then he recited the verse: 'I (Abraham) see in a dream, (O my son) that I offer you in sacrifice (to Allah)."" (37.102) (See Hadith No. 183)"
Sahih Bukhari,1,4,141,Ablution (Wudu'),"Narrated by Usama bin Zaid: Allah's Apostle proceeded from 'Arafat till when he reached the mountain pass, he dismounted, urinated and then performed ablution but not a perfect one. I said to him, (""Is it the time for) the prayer, O Allah's Apostle?"" He said, ""The (place of) prayer is ahead of you."" He rode till when he reached Al-Muzdalifa, he dismounted and performed ablution and a perfect one, The (call for) Iqama was pronounced and he led the Maghrib prayer. Then everybody made his camel kneel down at its place. Then the Iqama was pronounced for the 'Isha' prayer which the Prophet led and no prayer was offered in between the two . prayers ('Isha' and Maghrib)."
